timestamp,open,high,low,close,volume
2026-04-20 09:00:00+00:00,74742.2,75249.1,74742.1,75064.6,159.80495078
2026-04-20 10:00:00+00:00,75064.6,75411.7,75051.2,75051.3,22.73385334
2026-04-20 11:00:00+00:00,75051.3,75299.8,75000.0,75219.0,34.03257326
2026-04-20 12:00:00+00:00,75219.0,75678.2,75105.2,75323.5,54.43651519
2026-04-20 13:00:00+00:00,75323.5,75453.5,74916.8,75309.6,167.57017437
2026-04-20 14:00:00+00:00,75309.6,75788.3,74950.4,75056.3,84.12723727
2026-04-20 15:00:00+00:00,75069.3,75797.3,74744.0,75755.3,90.52122111
2026-04-20 16:00:00+00:00,75755.3,75755.3,75333.9,75361.3,30.97912776
2026-04-20 17:00:00+00:00,75361.3,75999.8,75333.0,75925.5,62.76634649
2026-04-20 18:00:00+00:00,75925.5,76477.5,75925.5,76450.0,186.39740213
2026-04-20 19:00:00+00:00,76450.5,76511.7,76179.0,76335.4,99.78955268
2026-04-20 20:00:00+00:00,76331.5,76588.0,76163.5,76312.3,71.01199989
2026-04-20 21:00:00+00:00,76312.3,76399.8,75823.5,75980.4,48.60573198
2026-04-20 22:00:00+00:00,75980.4,76175.7,75934.6,75998.0,90.44180243
2026-04-20 23:00:00+00:00,75998.0,75998.0,75637.4,75848.3,168.58784037
2026-04-21 00:00:00+00:00,75848.3,76111.8,75730.9,76111.6,174.44957087
2026-04-21 01:00:00+00:00,76111.7,76261.0,75898.7,75955.1,49.46569268
2026-04-21 02:00:00+00:00,75955.1,75955.1,75612.5,75635.1,26.65086346
2026-04-21 03:00:00+00:00,75630.7,75748.3,75508.9,75745.1,8.57133674
2026-04-21 04:00:00+00:00,75745.1,75848.0,75644.6,75848.0,15.59655277
2026-04-21 05:00:00+00:00,75848.0,76000.0,75823.1,75839.2,57.68450192
2026-04-21 06:00:00+00:00,75839.2,76139.2,75744.7,75999.7,32.76828913
2026-04-21 07:00:00+00:00,75999.8,76326.5,75852.1,76124.5,55.72065017
2026-04-21 08:00:00+00:00,76124.5,77169.6,76100.1,76545.0,161.74662848
2026-04-21 09:00:00+00:00,76545.1,76585.0,76194.0,76385.4,36.35400629
2026-04-21 10:00:00+00:00,76385.5,76900.0,76385.4,76797.8,105.92626959
2026-04-21 11:00:00+00:00,76797.9,76797.9,76387.0,76486.0,47.77428494
2026-04-21 12:00:00+00:00,76486.0,76520.0,75741.3,76049.4,89.28639341
2026-04-21 13:00:00+00:00,76049.4,76200.0,75780.1,75899.2,97.85891566
2026-04-21 14:00:00+00:00,75899.3,76599.8,75660.9,75698.2,93.61961861
2026-04-21 15:00:00+00:00,75698.2,75993.1,75475.2,75850.8,167.27799158
2026-04-21 16:00:00+00:00,75853.0,76184.1,75785.3,75799.9,57.83689205
2026-04-21 17:00:00+00:00,75800.0,75883.8,75096.8,75567.5,97.49263
2026-04-21 18:00:00+00:00,75567.6,75661.8,75330.4,75626.1,31.84666595
2026-04-21 19:00:00+00:00,75626.2,75927.3,74850.0,75031.2,125.7516225
2026-04-21 20:00:00+00:00,75041.6,75865.6,74999.9,75739.7,77.99580129
2026-04-21 21:00:00+00:00,75720.4,75793.5,75487.7,75558.7,27.34591486
2026-04-21 22:00:00+00:00,75565.1,75753.0,75330.6,75669.8,107.63174951
2026-04-21 23:00:00+00:00,75669.6,76422.5,75650.3,76351.9,269.77211378
2026-04-22 00:00:00+00:00,76350.3,76500.0,76242.7,76384.4,50.96790024
2026-04-22 01:00:00+00:00,76384.5,76416.6,76151.3,76318.3,27.65344835
2026-04-22 02:00:00+00:00,76318.4,77653.6,76242.1,77616.5,157.83948441
2026-04-22 03:00:00+00:00,77616.7,77726.9,77422.0,77561.6,94.1960477
